"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"ENSF - Software Engineering for Engineers","ENSF","381","Full Stack Web Development","A practical survey of fullstack software development including front-end and back-end design and development, relevant libraries and framework, principles of devOps and cloud integration, in the context of agile software development. Introduction to Continuous Integration and Continuous Delivery (CI/CD).

Prerequisite(s): Software Engineering for Engineers 300 and 337.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","400","Software Engineering Industry Practices and Communication","Continuation of professional skills within the field of software engineering. Application of common tools for efficient software practice, cloud, continuous integration, and deployment. Introduction to innovation and ethics in design and entrepreneurial mindset. Licensing, legal, and internationalization issues.

Prerequisite(s): Software Engineering for Engineers 300.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (2-3), RCS Related, WIL Directed Field Study, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 2-3 ((2-3)), RCS - RLT (Related), WIL - DFS (Directed Field Study)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","409","Principles of Software Development","A survey of software design and development topics for Engineering students. Topics include: key features of an object-oriented programming language, especially inheritance and polymorphism; elements of object-oriented design; programming and application of common data structures; strategies and tools for testing and debugging.

Prerequisite(s): 3 units from Computer Engineering 335, 339, Software Engineering for Engineers 337, or Geomatics Engineering 333.

Antirequisite(s): Credit for Software Engineering for Engineers 409 and any of Software Engineering for Engineers 380, Electrical Engineering 409 or Computer Engineering 493 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Related, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - RLT (Related)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","444","Machine Learning Systems","Techniques for extracting, cleaning, and visualizing data from engineering applications. Basic numerical computation techniques underlying learning algorithms. Fundamental supervised and unsupervised learning algorithms. Emphasis will be on leveraging existing software libraries and frameworks to solve problems in various engineering disciplines.

Prerequisite(s): Software Engineering for Engineers 300; and 3 units from Engineering 319, Digital Engineering 319 or Electrical Engineering 419; and 3 units from Software Engineering for Engineers 337, Computer Engineering 335, 339, or Geomatics Engineering 333.

Antirequisite(s): Credit for Software Engineering for Engineers 444 and Software Engineering for Engineers 544 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","460","Embedded Software and Hardware Systems","Embedded real-time applications and operations. Computer architecture, microcontrollers and their instruction sets. Control and interfacing for embedded systems applications (e.g. robotics, consumer electronics, industrial automation, etc) using common input/output devices, debugging and other software engineering practices. Strategies for interrupt handling and exception handling. 

Prerequisite(s): Computer Engineering 369.

Antirequisite(s): Credit for Software Engineering for Engineers 460 and Computer Engineering 511 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","461","Applied Operating Systems","Fundamental principles of operating systems. Virtual memory and input/output. Processes, threads and CPU scheduling. Persistent storage. Concurrent programming techniques to address inter-process communication and synchronization. Discussion of security elements.

Prerequisite(s): Software Engineering for Engineers 338 and Computer Engineering 369.

Antirequisite(s): Credit for Software Engineering for Engineers 461 and Computer Science 457 will not be allowed","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","462","Networked Systems","Fundamental principles of computer networks including layered protocol stacks. Socket programming. Programming frameworks for developing secure distributed systems. Introduction to principles of software-defined networks.

Prerequisite(s): Software Engineering for Engineers 338 and Computer Engineering 369.

Antirequisite(s): Credit for Software Engineering for Engineers 462 and Computer Science 441 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","480","Principles of Software Design","Brief overview of typical software development lifecycles. Systematic methods for designing large-scale, quality software. Concepts such as abstraction, modularity, and software modelling will be covered. Designing for non-functional properties of software will be introduced. Emphasis on individual skills.

Prerequisite(s): Software Engineering for Engineers 380 or 409.

Antirequisite(s): Credit for Software Engineering for Engineers 480 and any of Software Engineering 300, 301, 311, 411, Computer Science 301, 333, or 451 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","519","Special Topics in Software Engineering","Current topics in software engineering.

Prerequisite(s): Consent of the Department.

Notes: Consult Department for announcement of topics.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","520","Brain Machine Interfaces","Introduction to principles and methodologies of creating brain-machine interfaces (BMI) components, functional architectures of the brain, tools of brainwave acquisition, methods of processing brainwaves, interfacing paradigms, BMI applications and research trends.

Prerequisite(s): Admission to Electrical Engineering or Software Engineering and fourth-year standing.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","544","Data Science for Software Engineers","Fundamental topics in data collection, preparation, exploration, mining and machine learning will be covered with a focus on software development.

Prerequisite(s): 3 units from Engineering 319, Digital Engineering 319 or Electrical Engineering 419; and 3 units from Software Engineering for Engineers 337, Computer Engineering 335 or 339; and Computer Science 471 or Software Engineering 300.

Antirequisite(s): Credit for Software Engineering for Engineers 544 and Electrical Engineering 525 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), RCS Focused, FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","545","Introduction to Virtual Reality","Introduce VR technologies. Emphasize on engineering methodologies of creating VR systems. Characterize VR systems, hardware and software, user 3D interaction, and VR applications and future.

Prerequisite(s): 3 units from Software Engineering for Engineers 380, 409 or Computer Engineering 369, 370.  

Antirequisite(s): Credit for Software Engineering for Engineers 545 and 519.45 (IntroductionToVirtualReality) will not be allowed. ","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","555","Introduction to Quantum Theory, Computation, and Information","Basics of quantum theory, including historical context.  Introduction to quantum information including quantum computation, communication, and cryptography.

Prerequisite(s): Mathematics 211 and admission to Software Engineering.  ","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-1T), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-1T ((3-1T))","Lecture, Tutorial"
"ENSF - Software Engineering for Engineers","ENSF","592","Programming Fundamentals for Data Engineers","An introductory course in programming with an emphasis on data engineering. Topics include: Basic data structures and algorithms; Loops and iterations; Files and I/O, Functions, Classes, Modules, and Packages; Strings and text manipulation; Data wrangling; Network and Web programming; Data visualization.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering or consent of the department.

Antirequisite(s): Credit for Software Engineering for Engineers 592 and 519.48 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","593","Principles of Software Development I","A fundamental study of software design and development topics for Engineering students. Topics include: fundamental programming constructs; key features of an object-oriented programming language, especially inheritance and polymorphism, elements of object-oriented design; programming and application of common data structures; strategies and tools for testing and debugging.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering or consent of the department.

Antirequisite(s): Credit for Software Engineering for Engineers 593 and 519.49 will not be allowed.","3","No","Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","594","Principles of Software Development II","A fundamental study of software design and development topics for Engineering students. Topics include: parallel programming; event-driven programming; database programming; socket programming, and the development of client-server architectures; software engineering best practices.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering or consent of the department.

Antirequisite(s): Credit for Software Engineering for Engineers 594 and 519.50 will not be allowed.","3","No","ET Related, Fee Rate Group(Domestic) - D, Fee Rate Group(International) -C, GFC Hours (3-2), ET - RLT (Related), FRGD - D (Fee Rate Group(Domestic) - D), FRGI - C (Fee Rate Group(Int'l) - C), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","603","Modeling and Measurement of Software Performance","Performance-oriented review of computer systems; methodologies to evaluate software performance; fundamental performance laws; performance prediction using queuing network models; discrete event simulation of computer system performance, simulation input and output analysis; performance testing, monitoring and benchmarking; workload characterization; software performance engineering.

Prerequisite(s): ): Admission to the PhD in Electrical and Computer Engineering or the MSc in Electrical Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 603 and 619.02 (SoftwareDevelpmnt OpenSource) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0))","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","604","Theoretical Foundations of Software Engineering","Explores formal principles of software engineering based on the common recognition that software engineering is not constrained by any physical laws as we know. The transdisciplinary foundations of software engineering are presented from the facets of information, computing, mathematics, cognitive, and management sciences, software engineering philosophies; engineering, mathematical, computational, management science, cognitive informatics, computational intelligence foundations and approaches of software engineering. As a result, a coherent framework of software engineering theories is learnt.

Prerequisite(s): Admission to the PhD in Electrical and Computer Engineering or the MSc in Electrical Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 604 and Software Engineering 609.19 (TheoreticalFoundationsOfSeng) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0))","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","606","Software Engineering Fundamentals","Methodological foundation of software development principles from requirements analysis to software design and architecture.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 606 and either 614 or 619.16 (Software Engg Fundamentals) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0))","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","607","Advanced Software Design and Architecture","A study of software design topics including: abstraction, modularity, design patterns, software modelling, architectural patterns.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort.

Antirequisite(s): Credit for Software Engineering for Engineers 607 and 619.21 (Software Design & Arch I) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","608","Databases","A study of topics related to architecting software systems: database design, methods and technologies for developing web-based software systems, and architecting systems for non-functional software properties.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort.

Antirequisite(s): Credit for Software Engineering for Engineers 608 and 619.22 (Software Design & Arch II) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","609","Team Design Project in Software Engineering I","A team design project in either software development or software best practice and experience.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and Software Engineering for Engineers 607, 608, 611 and 614; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort.

Corequisite(s): Software Engineering for Engineers 610.

Antirequisite(s): Credit for Software Engineering for Engineers 609 and 619.23 (Team Design Project I) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), WIL Directed Field Study, RCS Focused, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0)), RCS - FCS (Focused), WIL - DFS (Directed Field Study)","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","610","Team Design Project in Software Engineering II","A team design project in either software development or software best practice and experience.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort. 

Corequisite(s): Software Engineering for Engineers 609.

Antirequisite(s): Credit for Software Engineering for Engineers 610 and 619.24 (Team Design Project II) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), WIL Directed Field Study, RCS Focused, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0)), RCS - FCS (Focused), WIL - DFS (Directed Field Study)","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","611","Machine Learning for Software Engineers","Covers Machine Learning, which focuses on developing machine learning applications, specifically in the engineering domain. Covers basic techniques for supervised and unsupervised learning, with the emphasis on the applied aspects of the techniques.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort. 

Antirequisite(s): Credit for Software Engineering for Engineers 611 and either 519.47 (Applied Data Science) or 619.25 (Machine Learning for ENSF) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","612","Engineering Large Scale Data Analytics Systems","Sources and characteristics of large scale data, i.e., ""big data"", large scale data analysis, benefits of large scale data analysis to various industry domains, scalable data analysis frameworks, large scale data algorithms in selected application domains.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort.

Antirequisite(s): Credit for Software Engineering for Engineers 612 and 619.28 (Large Scale Analytics Systems) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0))","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","613","Software Requirements Analysis and Process Management","Introduction to software development process, product management, and software requirements analysis: Elicitation, modelling, and validation of requirements.

Prerequisite(s): Admission to the PhD in Electrical and Computer Engineering or the MSc in Electrical Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 613 and 619.30 (Rqrm't Analysis & Process Mgmt) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), WIL Directed Field Study, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0)), WIL - DFS (Directed Field Study)","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","614","Advanced System Analysis and Software Design","Advanced topics on principles of system analysis, system thinking, requirements engineering, essential elements of quality software design, design patterns, and system-level software analysis.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering and completion of Software Engineering for Engineers 692, 693 and 694; or admission to the MEng with specialization in Software Engineering, foundation courses exempt cohort.

Antirequisite(s): Credit for Software Engineering for Engineers 614 and either 606 or 619.34 (AdvSytm analy&SoftwareDesgn) will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-1), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-1 ((3-1))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","615","Science and Technology of Brain-Machine Interface Systems","Fundamental principles and methodologies of brain-machine interface (BMI) systems. Cover basic anatomy and functional architecture of the human brain, principles and tools of  brainwave acquisition, methodologies of processing and interfacing the brainwaves, state-of-the-arts of BMI systems, ethical aspects, and BMI applications and future applications.

Prerequisite(s): Software Engineering for Engineers 545 or Electrical Engineering 602 or by approval of the course instructor. 

Antirequisite: Credit for Software Engineering for Engineers 615 and 520 will not be allowed.

Also known as: (formerly Software Engineering for Engineers 619.36)","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), RCS Related, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2)), RCS - RLT (Related)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","616","Software Development Using Open Source","This course takes a two-pronged approach, addressing both the utilization of open source software development and the skills necessary for effective open source software development in industry. Learners will examine academic literature around the topic, and practice some technical skills associated with modern software development.

Prerequisite(s): Admission to the PhD in Electrical and Computer Engineering or the MSc in Electrical Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 616 and 619.07 (Key Tech 5G Networks & Beyond) will not be allowed.
","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), RCS Focused, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","617","Introduction to Machine Learning","Overview of the historical context that allowed deep learning to flourish. Different types of neural networks; how to train and deploy them in various problems; Fine-tuning pre-trained models to achieve state-of-the-art results in relevant applications; overview of the current trends in deep learning.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering.

Antirequisite(s):  Credit for Software Engineering for Engineers 617 and Electrical Engineering 619.51, 645 or 682 will not be allowed.
","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-0), RCS Related, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENSF - Software Engineering for Engineers","ENSF","619","Special Topics","A study of problems of particular interest to students specializing in Software Engineering.

Prerequisite(s): Admission to the PhD in Electrical and Computer Engineering or the MSc in Electrical Engineering.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-1) (3-0), RCS Focused, FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - (3-1)(3-0) ((3-1) (3-0)), RCS - FCS (Focused)","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","692","Programming Fundamentals for Data Engineers","An introductory course in programming with an emphasis on data engineering. Topics include: basic data structures and algorithms; loops and iterations; files and I/O, functions, classes, modules, and packages; strings and text manipulation; data wrangling; network and web programming; data visualization.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 692 and either 519.48 (Prog Fundmtl's Data Engineers) or 592 will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","693","Principles of Software Development","A fundamental study of software design and development topics for engineering students. Topics include: fundamental programming constructs; key features of an object-oriented programming language, especially inheritance and polymorphism, elements of object-oriented design; programming and application of common data structures; strategies and tools for testing and debugging.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 693 and either 519.49 (Principles of Software Dev I) or 593 will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENSF - Software Engineering for Engineers","ENSF","694","Data Structures and Algorithm Analysis for Engineers","A fundamental study of data structures and algorithms for engineering students. Topics include arrays, lists, stacks, queues, trees, hash tables, graphs, algorithms for searching and sorting, and introduction to algorithm analysis.

Prerequisite(s): Admission to the MEng with specialization in Software Engineering.

Antirequisite(s): Credit for Software Engineering for Engineers 694 and either 519.50 (Principles of Software Dev II) or 594 will not be allowed.","3","No","Fee Rate Group(Domestic) - B, Fee Rate Group(International) -D, GFC Hours (3-2), FRGD - B (Fee Rate Group(Domestic) - B), FRGI - D (Fee Rate Group(Int'l) - D), GFCH - 3-2 ((3-2))","Laboratory, Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","201","Introduction to Business Venturing","Introduction to the various business disciplines from the perspective of creating a new business venture. The primary learning methodology is a term project; students identify a business opportunity, research the opportunity, and write a business plan for the business.

Antirequisite(s): Credit for Entrepreneurship and Innovation 201 and either Management Studies 217 or Strategy and Global Management 217 will not be allowed.

Notes: Not available for credit towards the Bachelor of Commerce. Required for the minor in Management and Society and the minor in Entrepreneurship and Enterprise Development.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","217","Design Your Life","Course will address the ""wicked problem"" of designing your life and career journey. Students will develop frameworks, tools, and a sense of community through engagement with the UN Sustainable Development Goals.

Prerequisite(s): Admission to the Haskayne School of Business.

NOT INCLUDED IN GPA","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","317","Entrepreneurial Thinking","Leaders in today's business environment are challenged to think entrepreneurially-to seek opportunities and find ways to turn opportunities into viable for-profit business ventures, social ventures or not-for-profit organizations. They are challenged to do more than just business; giving back to society is expected. The primary learning methodology is through a project in which an opportunity is identified, researched, and the results of a feasibility assessment are written and presented.

Prerequisite(s): Admission to the Haskayne School of Business Bachelor of Commerce program, Management Studies 217 and Strategy and Global Management 217.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-3T), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-3T ((3-3T)), RCS - RLT (Related)","Lecture, Tutorial"
"ENTI - Entrepreneurship and Innovation","ENTI","333","Generative AI and Prompting","Learn to use generative AI effectively through prompting techniques and tools for the generation of content.  Emphasis on innovative and entrepreneurial applications. 

Prerequisite(s): 18 units.  

Antirequisite(s): Credit for Entrepreneurship and Innovation 333 and 359.03 (Generative AI & Prompting) will not be allowed.","3","No","GFC Hours (3-0), Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","359","Selected Topics in Entrepreneurship and Innovation","Investigation of selected topics related to entrepreneurship and innovation, emphasizing both generally applicable practical applications and academic research, as well as specific industries or contexts.

Prerequisite(s): 24 units. For certain topics consent of the Haskayne School of Business will also be required. 

Notes: For more information on topics and prerequisite requirements, see Class Notes in the Course Search. 

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","381","Innovation-Driven Entrepreneurship","Hands-on overview of the processes involved in evaluating an innovative business idea for a start-up using a case: team formation, customer discovery-target market analysis, product-industry feasibility and business model validation.

Prerequisite(s): Entrepreneurship and Innovation 201.

Notes: Not available for credit towards the Bachelor of Commerce.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","401","Opportunity Identification and Evaluation","Introduction to the processes involved in idea generation and concept development for a business. Review an application of market, product-industry, operational and financial feasibility analysis to evaluate the viability of the business concept using market research.

Prerequisite(s): Entrepreneurship and Innovation 317 or 381.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
